ID,SKU,name,description,current_price,current_stock,status,creation_date,last_update
2369,PROD-2369,Zapatillas Air Force 1 '07,"Tenis clásicos de cuero blanco para uso urbano y casual (Talla M, Color Rojo)",830.79,38,1,2026-09-18 23:34:57,2026-09-19 00:33:57
2370,PROD-2370,Audífonos Galaxy Buds3 Pro,Audífonos inalámbricos con cancelación activa de ruido inteligente,18457.45,31,1,2026-09-21 23:29:43,2026-09-22 00:20:43
2371,PROD-2371,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla L, Color Negro)",871.36,89,1,2026-09-20 09:26:00,2026-09-20 11:24:00
2372,PROD-2372,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,7438.55,11,1,2026-09-20 02:47:59,2026-09-20 03:38:59
2373,PROD-2373,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla XL, Color Negro)",1067.64,57,1,2026-09-18 04:34:31,2026-09-18 05:13:31
2374,PROD-2374,Smart Band 8,Pulsera de actividad física con seguimiento del sueño y deporte,33438.16,30,1,2026-09-21 01:03:10,2026-09-21 01:30:10
2375,PROD-2375,Zapatillas Air Max 270,"Calzado deportivo con cápsula de aire visible para máxima comodidad (Talla L, Color Blanco)",1662.73,31,1,2026-09-19 12:18:26,2026-09-19 12:38:26
2376,PROD-2376,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,6884.31,14,1,2026-09-17 23:18:48,2026-09-17 23:28:48
2377,PROD-2377,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,4506.82,39,1,2026-09-18 00:48:06,2026-09-18 02:47:06
2378,PROD-2378,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,415.86,19,1,2026-09-17 16:07:03,2026-09-17 16:24:03
2379,PROD-2379,Polera Sportswear Club Fleece,"Sudadera de felpa con capucha y ajuste estándar (Talla S, Color Negro)",705.23,49,1,2026-09-19 11:26:16,2026-09-19 11:38:16
2380,PROD-2380,Smart TV OLED C3 65,Televisor inteligente ideal para videojuegos y películas con pánel OLED,35580.56,44,1,2026-09-17 11:23:18,2026-09-17 13:08:18
2381,PROD-2381,Apple Watch Series 10,Reloj inteligente con sensores avanzados de salud y actividad física,29758.78,36,1,2026-09-18 03:01:08,2026-09-18 03:35:08
2382,PROD-2382,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,6721.70,26,1,2026-09-18 07:32:41,2026-09-18 07:40:41
2383,PROD-2383,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla M, Color Verde)",2018.56,75,1,2026-09-18 01:21:21,2026-09-18 02:24:21
2384,PROD-2384,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,2556.10,33,1,2026-09-19 12:40:41,2026-09-19 14:05:41
2385,PROD-2385,Smart Band 8,Pulsera de actividad física con seguimiento del sueño y deporte,13235.69,37,1,2026-09-19 07:58:48,2026-09-19 08:35:48
2386,PROD-2386,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,6532.94,23,1,2026-09-22 07:01:46,2026-09-22 08:49:46
2387,PROD-2387,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla M, Color Blanco)",1341.77,100,1,2026-09-18 09:57:46,2026-09-18 10:01:46
2388,PROD-2388,Smartphone Galaxy S26+ 256GB,Teléfono inteligente con procesador de última generación y batería de larga duración - Color Negro,35937.01,13,1,2026-09-18 09:06:17,2026-09-18 10:38:17
2389,PROD-2389,Cámara Alpha 7 IV,Cámara mirrorless profesional de fotograma completo para foto y video,24914.27,42,1,2026-09-18 22:12:05,2026-09-18 23:43:05
2390,PROD-2390,Pantalón de Buzo Tech Fleece,"Pantalón deportivo térmico con diseño estilizado (Talla S, Color Verde)",1786.78,95,1,2026-09-20 19:45:57,2026-09-20 21:18:57
2391,PROD-2391,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,7206.48,49,1,2026-09-17 16:17:06,2026-09-17 17:03:06
2392,PROD-2392,Smartphone Xiaomi 14 Ultra 512GB,Smartphone de gama alta enfocado en fotografía profesional Leica - Color Negro,2236.38,21,1,2026-09-19 20:05:28,2026-09-19 20:28:28
2393,PROD-2393,Pantalón de Buzo Tech Fleece,"Pantalón deportivo térmico con diseño estilizado (Talla L, Color Azul)",635.74,51,1,2026-09-21 23:53:49,2026-09-22 01:23:49
2394,PROD-2394,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla M, Color Negro)",2218.72,31,1,2026-09-18 23:51:13,2026-09-19 00:44:13
2395,PROD-2395,Patinete Eléctrico Pro 4,Scooter eléctrico con gran autonomía para movilidad urbana,5759.96,13,1,2026-09-18 22:18:48,2026-09-18 23:23:48
2396,PROD-2396,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,7295.53,54,1,2026-09-18 13:38:47,2026-09-18 14:31:47
2397,PROD-2397,Tablet Galaxy Tab S9 512GB,"Tableta de alto rendimiento para diseño, trabajo y entretenimiento - Color Rojo",13742.35,5,1,2026-09-18 02:35:26,2026-09-18 03:36:26
2398,PROD-2398,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,1523.32,51,1,2026-09-21 11:16:57,2026-09-21 13:05:57
2399,PROD-2399,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,7160.86,45,1,2026-09-21 04:33:14,2026-09-21 06:31:14
2400,PROD-2400,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,6249.81,54,1,2026-09-22 07:54:23,2026-09-22 07:59:23
2401,PROD-2401,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla L, Color Rojo)",2493.10,68,1,2026-09-17 17:50:24,2026-09-17 18:26:24
2402,PROD-2402,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla S, Color Azul)",2133.54,63,1,2026-09-20 06:51:57,2026-09-20 08:48:57
2403,PROD-2403,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,6744.50,22,1,2026-09-20 04:47:14,2026-09-20 05:20:14
2404,PROD-2404,Zapatillas Ultraboost Light,"Tenis de running con retorno de energía superior y ligereza (Talla M, Color Verde)",2294.42,42,1,2026-09-19 20:51:22,2026-09-19 21:24:22
2405,PROD-2405,Smart TV OLED C3 65,Televisor inteligente ideal para videojuegos y películas con pánel OLED,1939.32,33,1,2026-09-18 22:09:41,2026-09-18 22:59:41
2406,PROD-2406,Smartphone Redmi Note 13 Pro 128GB,Teléfono inteligente con excelente relación calidad-precio y gran cámara - Color Gris,19501.65,39,1,2026-09-20 00:03:06,2026-09-20 00:05:06
2407,PROD-2407,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,4174.43,45,1,2026-09-18 18:26:17,2026-09-18 19:34:17
2408,PROD-2408,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,6899.78,32,1,2026-09-20 21:01:23,2026-09-20 22:33:23
2409,PROD-2409,Jeans 511 Slim Fit,"Pantalón de mezclilla ajustado de estilo moderno (Talla S, Color Verde)",1273.43,52,1,2026-09-21 09:33:39,2026-09-21 10:04:39
2410,PROD-2410,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla M, Color Verde)",1921.69,31,1,2026-09-21 11:06:23,2026-09-21 11:43:23
2411,PROD-2411,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,1630.15,35,1,2026-09-18 17:04:50,2026-09-18 18:37:50
2412,PROD-2412,Consola PlayStation 5 Slim,Consola de videojuegos de última generación con almacenamiento SSD ultra rápido,27660.79,23,1,2026-09-19 08:25:50,2026-09-19 09:34:50
2413,PROD-2413,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,7869.38,15,1,2026-09-17 11:50:31,2026-09-17 12:20:31
2414,PROD-2414,Audífonos Bluetooth WH-1000XM5,Audífonos inalámbricos con la mejor cancelación de ruido del mercado,4524.66,33,1,2026-09-19 12:30:49,2026-09-19 12:45:49
2415,PROD-2415,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,4057.44,47,1,2026-09-19 03:53:16,2026-09-19 05:33:16
2416,PROD-2416,Consola PlayStation 5 Slim,Consola de videojuegos de última generación con almacenamiento SSD ultra rápido,13040.03,29,1,2026-09-22 08:49:38,2026-09-22 09:13:38
2417,PROD-2417,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,7322.99,47,1,2026-09-22 08:30:11,2026-09-22 10:11:11
2418,PROD-2418,Smartphone Galaxy S26 256GB,Smartphone compacto con pantalla fluida y excelente rendimiento - Color Gris,6192.06,49,1,2026-09-20 17:14:41,2026-09-20 17:38:41
2419,PROD-2419,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla S, Color Gris)",2185.04,65,1,2026-09-18 02:26:27,2026-09-18 04:09:27
2420,PROD-2420,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,1673.17,47,1,2026-09-21 08:11:54,2026-09-21 09:12:54
2421,PROD-2421,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,2123.31,50,1,2026-09-22 05:03:52,2026-09-22 06:06:52
2422,PROD-2422,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,2848.83,31,1,2026-09-18 16:21:19,2026-09-18 18:16:19
2423,PROD-2423,Monitor Odyssey G9,Monitor curvo ultrawide diseñado para gaming profesional,7176.86,41,1,2026-09-19 15:07:10,2026-09-19 15:09:10
2424,PROD-2424,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,3558.06,8,1,2026-09-19 09:15:26,2026-09-19 11:05:26
2425,PROD-2425,Jeans 511 Slim Fit,"Pantalón de mezclilla ajustado de estilo moderno (Talla S, Color Rojo)",1469.11,24,1,2026-09-21 01:42:09,2026-09-21 01:59:09
2426,PROD-2426,Zapatillas Running Pegasus 40,"Calzado de correr con amortiguación reactiva para entrenamiento (Talla L, Color Negro)",1693.64,14,1,2026-09-22 05:50:54,2026-09-22 07:36:54
2427,PROD-2427,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,2771.64,60,1,2026-09-20 01:20:45,2026-09-20 01:57:45
2428,PROD-2428,Smartphone Galaxy S26 Ultra 512GB,Smartphone de alta gama con cámara de 200MP y pantalla Dynamic AMOLED - Color Verde,34724.77,13,1,2026-09-21 16:42:22,2026-09-21 17:15:22
2429,PROD-2429,Chaqueta Camionera de Mezclilla,"Chaqueta clásica de mezclilla resistente para uso diario (Talla L, Color Azul)",2459.82,77,1,2026-09-19 16:20:15,2026-09-19 16:29:15
2430,PROD-2430,Polera Sportswear Club Fleece,"Sudadera de felpa con capucha y ajuste estándar (Talla XL, Color Negro)",406.22,46,1,2026-09-19 11:05:24,2026-09-19 11:28:24
2431,PROD-2431,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,7478.72,46,1,2026-09-21 02:40:21,2026-09-21 04:29:21
2432,PROD-2432,Consola PlayStation 5 Slim,Consola de videojuegos de última generación con almacenamiento SSD ultra rápido,3878.08,21,1,2026-09-22 03:12:19,2026-09-22 03:54:19
2433,PROD-2433,Jeans 511 Slim Fit,"Pantalón de mezclilla ajustado de estilo moderno (Talla M, Color Rojo)",2070.80,39,1,2026-09-17 18:30:18,2026-09-17 19:05:18
2434,PROD-2434,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla S, Color Verde)",1530.21,83,1,2026-09-21 15:54:58,2026-09-21 17:03:58
2435,PROD-2435,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla L, Color Negro)",2274.95,15,1,2026-09-19 08:46:48,2026-09-19 10:43:48
2436,PROD-2436,Chaqueta Camionera de Mezclilla,"Chaqueta clásica de mezclilla resistente para uso diario (Talla L, Color Verde)",461.91,18,1,2026-09-18 01:05:35,2026-09-18 03:05:35
2437,PROD-2437,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,7174.66,10,1,2026-09-20 07:41:35,2026-09-20 09:24:35
2438,PROD-2438,Zapatillas Running Pegasus 40,"Calzado de correr con amortiguación reactiva para entrenamiento (Talla S, Color Gris)",691.43,81,1,2026-09-22 07:00:27,2026-09-22 07:31:27
2439,PROD-2439,Audífonos Bluetooth WH-1000XM5,Audífonos inalámbricos con la mejor cancelación de ruido del mercado,7072.09,41,1,2026-09-21 17:24:14,2026-09-21 19:14:14
2440,PROD-2440,Monitor Odyssey G9,Monitor curvo ultrawide diseñado para gaming profesional,8253.83,50,1,2026-09-18 05:48:14,2026-09-18 06:09:14
2441,PROD-2441,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,440.18,41,1,2026-09-19 03:09:42,2026-09-19 04:22:42
2442,PROD-2442,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,4561.48,11,1,2026-09-20 01:56:25,2026-09-20 02:23:25
2443,PROD-2443,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,6670.19,26,1,2026-09-19 13:29:42,2026-09-19 13:46:42
2444,PROD-2444,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla L, Color Gris)",885.42,25,1,2026-09-21 18:18:28,2026-09-21 19:11:28
2445,PROD-2445,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla XL, Color Negro)",2452.30,61,1,2026-09-21 01:23:23,2026-09-21 01:47:23
2446,PROD-2446,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,4782.28,60,1,2026-09-21 08:41:01,2026-09-21 09:55:01
2447,PROD-2447,iPhone 16 128GB,Smartphone con pantalla Super Retina XDR y excelente duración de batería - Color Blanco,35934.15,7,1,2026-09-21 21:51:13,2026-09-21 22:00:13
2448,PROD-2448,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,7735.67,25,1,2026-09-18 03:45:28,2026-09-18 04:58:28
2449,PROD-2449,iPhone 16 Pro 128GB,Teléfono inteligente premium con chip de alto rendimiento y triple cámara - Color Azul,4296.85,18,1,2026-09-20 04:28:02,2026-09-20 04:46:02
2450,PROD-2450,Tablet Galaxy Tab S9 512GB,"Tableta de alto rendimiento para diseño, trabajo y entretenimiento - Color Azul",13944.72,38,1,2026-09-21 14:26:07,2026-09-21 15:01:07
2451,PROD-2451,Zapatillas Ultraboost Light,"Tenis de running con retorno de energía superior y ligereza (Talla M, Color Blanco)",1186.80,34,1,2026-09-21 12:19:47,2026-09-21 14:08:47
2452,PROD-2452,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,4115.74,25,1,2026-09-20 03:03:57,2026-09-20 03:09:57
2453,PROD-2453,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla XL, Color Blanco)",482.02,17,1,2026-09-22 00:20:24,2026-09-22 01:18:24
2454,PROD-2454,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,3541.87,26,1,2026-09-18 07:50:53,2026-09-18 08:26:53
2455,PROD-2455,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla S, Color Azul)",2039.24,77,1,2026-09-17 20:52:00,2026-09-17 22:07:00
2456,PROD-2456,Polera Sportswear Club Fleece,"Sudadera de felpa con capucha y ajuste estándar (Talla M, Color Azul)",781.99,45,1,2026-09-20 08:48:05,2026-09-20 09:37:05
2457,PROD-2457,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla M, Color Azul)",2295.33,12,1,2026-09-22 05:06:00,2026-09-22 05:36:00
2458,PROD-2458,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,2063.43,43,1,2026-09-20 13:35:15,2026-09-20 14:57:15
2459,PROD-2459,Smartphone Galaxy Z Flip 6 512GB,Teléfono plegable compacto con pantalla exterior funcional - Color Rojo,9545.80,11,1,2026-09-19 02:56:34,2026-09-19 04:46:34
2460,PROD-2460,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,554.28,44,1,2026-09-18 02:57:28,2026-09-18 03:27:28
2461,PROD-2461,Zapatillas Air Max 270,"Calzado deportivo con cápsula de aire visible para máxima comodidad (Talla M, Color Verde)",1418.63,77,1,2026-09-17 11:50:54,2026-09-17 12:09:54
2462,PROD-2462,Barra de Sonido HT-A7000,Sistema de audio para cine en casa con soporte Dolby Atmos,27823.87,31,1,2026-09-20 22:04:16,2026-09-20 22:47:16
2463,PROD-2463,Smartphone Xiaomi 14 Ultra 256GB,Smartphone de gama alta enfocado en fotografía profesional Leica - Color Negro,26507.97,32,1,2026-09-18 23:56:11,2026-09-19 01:25:11
2464,PROD-2464,Zapatillas Ultraboost Light,"Tenis de running con retorno de energía superior y ligereza (Talla XL, Color Verde)",2160.11,87,1,2026-09-20 21:40:22,2026-09-20 22:52:22
2465,PROD-2465,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla XL, Color Rojo)",771.98,41,1,2026-09-19 10:38:51,2026-09-19 10:43:51
2466,PROD-2466,Pantalón de Buzo Tech Fleece,"Pantalón deportivo térmico con diseño estilizado (Talla M, Color Rojo)",1066.87,39,1,2026-09-20 02:06:02,2026-09-20 03:17:02
2467,PROD-2467,Smartphone Galaxy S26+ 256GB,Teléfono inteligente con procesador de última generación y batería de larga duración - Color Blanco,15081.10,7,1,2026-09-18 17:12:24,2026-09-18 18:11:24
2468,PROD-2468,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla S, Color Negro)",1814.07,80,1,2026-09-20 03:37:25,2026-09-20 05:08:25
2469,PROD-2469,MacBook Pro 16 M3 256GB,Computadora portátil profesional para edición de video y desarrollo - Color Gris,3938.39,21,1,2026-09-17 13:03:40,2026-09-17 15:00:40
2470,PROD-2470,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,7934.00,49,1,2026-09-21 01:04:56,2026-09-21 02:57:56
2471,PROD-2471,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla L, Color Blanco)",1665.31,21,1,2026-09-22 08:39:16,2026-09-22 09:11:16
2472,PROD-2472,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,4017.69,25,1,2026-09-20 18:09:26,2026-09-20 18:30:26
2473,PROD-2473,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,6609.70,21,1,2026-09-22 07:14:34,2026-09-22 08:06:34
2474,PROD-2474,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla M, Color Rojo)",946.99,64,1,2026-09-21 16:46:30,2026-09-21 17:30:30
2475,PROD-2475,Zapatillas Running Pegasus 40,"Calzado de correr con amortiguación reactiva para entrenamiento (Talla M, Color Negro)",1938.64,90,1,2026-09-20 22:37:04,2026-09-20 22:39:04
2476,PROD-2476,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,1707.72,18,1,2026-09-18 21:28:05,2026-09-18 23:02:05
2477,PROD-2477,MacBook Pro 16 M3 256GB,Computadora portátil profesional para edición de video y desarrollo - Color Blanco,5208.30,34,1,2026-09-17 20:16:52,2026-09-17 21:40:52
2478,PROD-2478,Jeans 511 Slim Fit,"Pantalón de mezclilla ajustado de estilo moderno (Talla S, Color Negro)",1910.35,36,1,2026-09-19 16:45:13,2026-09-19 18:05:13
2479,PROD-2479,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla M, Color Verde)",486.03,30,1,2026-09-20 08:20:57,2026-09-20 09:08:57
2480,PROD-2480,iPad Pro 12.9,Tableta profesional con pantalla Liquid Retina XDR y chip M2,1747.10,16,1,2026-09-21 15:02:10,2026-09-21 16:49:10
2481,PROD-2481,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla M, Color Blanco)",507.41,63,1,2026-09-18 03:09:00,2026-09-18 04:04:00
2482,PROD-2482,MacBook Air 15 M2 512GB,Laptop ultra delgada y liviana con gran autonomía - Color Azul,6087.60,43,1,2026-09-20 16:57:32,2026-09-20 18:21:32
2483,PROD-2483,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,3629.14,47,1,2026-09-22 07:05:47,2026-09-22 08:01:47
2484,PROD-2484,Polera Sportswear Club Fleece,"Sudadera de felpa con capucha y ajuste estándar (Talla M, Color Verde)",2066.35,12,1,2026-09-18 15:56:28,2026-09-18 16:47:28
2485,PROD-2485,Zapatillas Running Pegasus 40,"Calzado de correr con amortiguación reactiva para entrenamiento (Talla XL, Color Negro)",2230.66,24,1,2026-09-22 07:22:15,2026-09-22 08:50:15
2486,PROD-2486,Smartphone Galaxy Z Fold 6 128GB,Teléfono plegable con pantalla gigante para productividad y multitarea - Color Rojo,17515.92,46,1,2026-09-20 23:55:21,2026-09-21 01:26:21
2487,PROD-2487,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,4336.45,42,1,2026-09-18 21:06:57,2026-09-18 22:48:57
2488,PROD-2488,iPhone 16 Pro Max 128GB,Smartphone insignia de Apple con acabado en titanio y cámara profesional - Color Blanco,19634.60,10,1,2026-09-19 12:44:39,2026-09-19 13:51:39
2489,PROD-2489,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,2384.67,43,1,2026-09-18 07:11:24,2026-09-18 08:56:24
2490,PROD-2490,Smart TV 65 Neo QLED,Televisor inteligente 4K con tecnología de puntos cuánticos y alto contraste,17913.05,18,1,2026-09-18 07:42:16,2026-09-18 09:24:16
2491,PROD-2491,Audífonos Galaxy Buds3 Pro,Audífonos inalámbricos con cancelación activa de ruido inteligente,5747.69,33,1,2026-09-17 21:45:39,2026-09-17 22:39:39
2492,PROD-2492,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,6177.06,37,1,2026-09-18 11:20:02,2026-09-18 12:47:02
2493,PROD-2493,Zapatillas Air Force 1 '07,"Tenis clásicos de cuero blanco para uso urbano y casual (Talla S, Color Negro)",2027.10,95,1,2026-09-21 15:58:28,2026-09-21 16:01:28
2494,PROD-2494,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,2850.97,56,1,2026-09-21 23:26:52,2026-09-22 01:09:52
2495,PROD-2495,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,5628.47,38,1,2026-09-22 08:38:54,2026-09-22 08:50:54
2496,PROD-2496,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla L, Color Negro)",2043.05,87,1,2026-09-17 15:07:15,2026-09-17 16:39:15
2497,PROD-2497,Cámara Alpha 7 IV,Cámara mirrorless profesional de fotograma completo para foto y video,13956.10,12,1,2026-09-22 07:05:33,2026-09-22 09:02:33
2498,PROD-2498,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,2382.11,13,1,2026-09-20 18:50:30,2026-09-20 20:34:30
2499,PROD-2499,Refrigeradora InstaView,Refrigerador inteligente con panel de cristal panorámico,20961.67,35,1,2026-09-19 05:10:54,2026-09-19 06:12:54
2500,PROD-2500,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,1735.51,56,1,2026-09-19 05:26:34,2026-09-19 06:30:34
2501,PROD-2501,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,3283.78,10,1,2026-09-20 13:12:56,2026-09-20 14:07:56
2502,PROD-2502,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla S, Color Negro)",1773.38,41,1,2026-09-19 18:23:33,2026-09-19 19:07:33
2503,PROD-2503,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,3147.15,41,1,2026-09-19 03:25:07,2026-09-19 04:32:07
2504,PROD-2504,Smart Band 8,Pulsera de actividad física con seguimiento del sueño y deporte,20486.55,20,1,2026-09-19 23:30:03,2026-09-19 23:49:03
2505,PROD-2505,Zapatillas Ultraboost Light,"Tenis de running con retorno de energía superior y ligereza (Talla L, Color Gris)",1771.85,56,1,2026-09-19 08:31:22,2026-09-19 10:16:22
2506,PROD-2506,Monitor UltraGear 27,Monitor de alta frecuencia de actualización para juegos competitivos,26400.79,40,1,2026-09-21 19:22:59,2026-09-21 19:27:59
2507,PROD-2507,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,3491.16,23,1,2026-09-19 23:05:41,2026-09-20 00:22:41
2508,PROD-2508,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,6377.58,9,1,2026-09-22 03:50:29,2026-09-22 05:09:29
2509,PROD-2509,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,890.31,25,1,2026-09-22 08:09:22,2026-09-22 08:15:22
2510,PROD-2510,Patinete Eléctrico Pro 4,Scooter eléctrico con gran autonomía para movilidad urbana,30138.89,12,1,2026-09-20 20:18:02,2026-09-20 22:15:02
2511,PROD-2511,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,5154.40,24,1,2026-09-21 09:06:51,2026-09-21 09:28:51
2512,PROD-2512,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,7091.45,23,1,2026-09-20 14:27:23,2026-09-20 14:51:23
2513,PROD-2513,Zapatillas Ultraboost Light,"Tenis de running con retorno de energía superior y ligereza (Talla S, Color Azul)",925.77,29,1,2026-09-21 13:22:12,2026-09-21 13:30:12
2514,PROD-2514,Robot Aspiradora X10+,Aspiradora robótica con estación de vaciado automático y mapeo láser,24565.56,15,1,2026-09-20 15:20:20,2026-09-20 16:33:20
2515,PROD-2515,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,2661.66,9,1,2026-09-18 22:42:20,2026-09-19 00:34:20
2516,PROD-2516,Zapatillas Ultraboost Light,"Tenis de running con retorno de energía superior y ligereza (Talla L, Color Verde)",1909.24,77,1,2026-09-20 02:06:36,2026-09-20 02:33:36
2517,PROD-2517,Cámara Alpha 7 IV,Cámara mirrorless profesional de fotograma completo para foto y video,3416.97,7,1,2026-09-22 11:04:31,2026-09-22 11:53:31
2518,PROD-2518,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla M, Color Gris)",2384.20,57,1,2026-09-22 01:41:58,2026-09-22 02:18:58
2519,PROD-2519,Apple Watch Series 10,Reloj inteligente con sensores avanzados de salud y actividad física,28497.40,48,1,2026-09-19 17:06:14,2026-09-19 17:49:14
2520,PROD-2520,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,1856.71,54,1,2026-09-17 14:44:44,2026-09-17 16:09:44
2521,PROD-2521,Smart Band 8,Pulsera de actividad física con seguimiento del sueño y deporte,11424.40,22,1,2026-09-19 05:40:45,2026-09-19 06:45:45
