ID,SKU,name,description,current_price,current_stock,status,creation_date,last_update
2935,PROD-2935,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,3079.54,41,1,2026-09-22 07:31:55,2026-09-22 07:46:55
2936,PROD-2936,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,5616.61,44,1,2026-09-18 02:52:00,2026-09-18 03:47:00
2937,PROD-2937,Audífonos Galaxy Buds3 Pro,Audífonos inalámbricos con cancelación activa de ruido inteligente,15996.83,39,1,2026-09-19 19:12:10,2026-09-19 19:54:10
2938,PROD-2938,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,4872.91,28,1,2026-09-20 23:58:21,2026-09-21 01:33:21
2939,PROD-2939,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla M, Color Verde)",1835.07,58,1,2026-09-20 22:05:05,2026-09-20 23:11:05
2940,PROD-2940,Tablet Galaxy Tab S9 256GB,"Tableta de alto rendimiento para diseño, trabajo y entretenimiento - Color Azul",19491.72,49,1,2026-09-21 05:03:18,2026-09-21 06:52:18
2941,PROD-2941,Audífonos Galaxy Buds3 Pro,Audífonos inalámbricos con cancelación activa de ruido inteligente,35257.68,43,1,2026-09-18 11:37:15,2026-09-18 12:42:15
2942,PROD-2942,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,6508.16,25,1,2026-09-19 13:25:00,2026-09-19 15:17:00
2943,PROD-2943,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla M, Color Blanco)",1903.12,71,1,2026-09-18 12:46:38,2026-09-18 12:46:38
2944,PROD-2944,Audífonos AirPods Pro 2,Audífonos intrauditivos con cancelación de ruido de nivel superior,8088.18,23,1,2026-09-20 19:15:56,2026-09-20 19:31:56
2945,PROD-2945,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,5434.89,17,1,2026-09-17 21:43:31,2026-09-17 22:15:31
2946,PROD-2946,Cámara Alpha 7 IV,Cámara mirrorless profesional de fotograma completo para foto y video,17798.25,22,1,2026-09-21 12:28:36,2026-09-21 12:55:36
2947,PROD-2947,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,6937.93,55,1,2026-09-18 05:05:12,2026-09-18 05:13:12
2948,PROD-2948,Zapatillas Running Pegasus 40,"Calzado de correr con amortiguación reactiva para entrenamiento (Talla M, Color Verde)",371.95,26,1,2026-09-22 00:15:23,2026-09-22 01:35:23
2949,PROD-2949,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,674.48,21,1,2026-09-17 20:29:40,2026-09-17 21:04:40
2950,PROD-2950,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,6878.05,16,1,2026-09-21 21:31:17,2026-09-21 22:27:17
2951,PROD-2951,Zapatillas Air Max 270,"Calzado deportivo con cápsula de aire visible para máxima comodidad (Talla S, Color Blanco)",1151.80,34,1,2026-09-17 19:08:35,2026-09-17 21:03:35
2952,PROD-2952,Smart TV OLED C3 65,Televisor inteligente ideal para videojuegos y películas con pánel OLED,15336.47,8,1,2026-09-20 00:24:23,2026-09-20 00:56:23
2953,PROD-2953,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla S, Color Gris)",1887.78,86,1,2026-09-18 22:43:25,2026-09-19 00:42:25
2954,PROD-2954,Pantalón de Buzo Tech Fleece,"Pantalón deportivo térmico con diseño estilizado (Talla L, Color Azul)",2291.65,22,1,2026-09-21 06:06:30,2026-09-21 07:14:30
2955,PROD-2955,iPhone 16 Pro 128GB,Teléfono inteligente premium con chip de alto rendimiento y triple cámara - Color Verde,6247.42,43,1,2026-09-18 02:10:02,2026-09-18 03:03:02
2956,PROD-2956,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,2668.89,46,1,2026-09-17 19:03:46,2026-09-17 20:53:46
2957,PROD-2957,Refrigeradora InstaView,Refrigerador inteligente con panel de cristal panorámico,34430.43,18,1,2026-09-18 06:29:19,2026-09-18 08:29:19
2958,PROD-2958,Audífonos Bluetooth WH-1000XM5,Audífonos inalámbricos con la mejor cancelación de ruido del mercado,30396.21,39,1,2026-09-22 12:42:08,2026-09-22 13:17:08
2959,PROD-2959,Monitor UltraGear 27,Monitor de alta frecuencia de actualización para juegos competitivos,14411.81,14,1,2026-09-20 23:45:22,2026-09-20 23:55:22
2960,PROD-2960,Smart TV 65 Neo QLED,Televisor inteligente 4K con tecnología de puntos cuánticos y alto contraste,17783.10,37,1,2026-09-17 21:14:50,2026-09-17 22:00:50
2961,PROD-2961,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla XL, Color Azul)",1340.08,15,1,2026-09-19 20:54:43,2026-09-19 21:23:43
2962,PROD-2962,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,1039.26,40,1,2026-09-22 10:13:37,2026-09-22 11:03:37
2963,PROD-2963,Zapatillas Air Force 1 '07,"Tenis clásicos de cuero blanco para uso urbano y casual (Talla L, Color Rojo)",966.92,42,1,2026-09-19 08:52:25,2026-09-19 10:15:25
2964,PROD-2964,Smart Band 8,Pulsera de actividad física con seguimiento del sueño y deporte,14398.83,17,1,2026-09-21 16:50:57,2026-09-21 17:29:57
2965,PROD-2965,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,2107.87,34,1,2026-09-19 15:10:39,2026-09-19 15:11:39
2966,PROD-2966,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla XL, Color Blanco)",1325.27,26,1,2026-09-18 13:42:49,2026-09-18 14:31:49
2967,PROD-2967,Smartphone Redmi Note 13 Pro 128GB,Teléfono inteligente con excelente relación calidad-precio y gran cámara - Color Gris,34887.34,21,1,2026-09-18 20:37:53,2026-09-18 22:17:53
2968,PROD-2968,Zapatillas Ultraboost Light,"Tenis de running con retorno de energía superior y ligereza (Talla L, Color Verde)",1542.83,51,1,2026-09-19 03:55:46,2026-09-19 05:21:46
2969,PROD-2969,Audífonos Galaxy Buds3 Pro,Audífonos inalámbricos con cancelación activa de ruido inteligente,30680.34,45,1,2026-09-17 18:49:54,2026-09-17 19:57:54
2970,PROD-2970,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,6023.28,34,1,2026-09-18 10:35:37,2026-09-18 11:56:37
2971,PROD-2971,Barra de Sonido HT-A7000,Sistema de audio para cine en casa con soporte Dolby Atmos,3504.56,43,1,2026-09-21 00:15:07,2026-09-21 01:42:07
2972,PROD-2972,Zapatillas Air Max 270,"Calzado deportivo con cápsula de aire visible para máxima comodidad (Talla M, Color Rojo)",1078.50,40,1,2026-09-18 08:37:18,2026-09-18 10:09:18
2973,PROD-2973,Zapatillas Air Max 270,"Calzado deportivo con cápsula de aire visible para máxima comodidad (Talla L, Color Verde)",473.85,78,1,2026-09-18 23:27:28,2026-09-18 23:55:28
2974,PROD-2974,Audífonos Bluetooth WH-1000XM5,Audífonos inalámbricos con la mejor cancelación de ruido del mercado,34202.42,7,1,2026-09-22 10:55:00,2026-09-22 12:23:00
2975,PROD-2975,Smartphone Galaxy S26+ 512GB,Teléfono inteligente con procesador de última generación y batería de larga duración - Color Verde,19279.57,30,1,2026-09-17 17:11:09,2026-09-17 17:58:09
2976,PROD-2976,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,6963.11,57,1,2026-09-21 23:05:53,2026-09-21 23:54:53
2977,PROD-2977,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,2914.27,37,1,2026-09-19 23:33:51,2026-09-20 00:48:51
2978,PROD-2978,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,7597.12,31,1,2026-09-19 00:03:06,2026-09-19 00:58:06
2979,PROD-2979,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla L, Color Azul)",1181.32,86,1,2026-09-22 06:15:25,2026-09-22 07:19:25
2980,PROD-2980,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla M, Color Gris)",621.92,32,1,2026-09-19 15:06:00,2026-09-19 15:42:00
2981,PROD-2981,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla L, Color Rojo)",2321.69,49,1,2026-09-20 15:05:57,2026-09-20 15:16:57
2982,PROD-2982,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla M, Color Gris)",2041.03,57,1,2026-09-21 00:57:16,2026-09-21 01:45:16
2983,PROD-2983,Pantalón de Buzo Tech Fleece,"Pantalón deportivo térmico con diseño estilizado (Talla M, Color Negro)",2184.91,40,1,2026-09-17 15:04:57,2026-09-17 16:02:57
2984,PROD-2984,Jeans 511 Slim Fit,"Pantalón de mezclilla ajustado de estilo moderno (Talla L, Color Verde)",1615.28,25,1,2026-09-19 03:48:15,2026-09-19 04:11:15
2985,PROD-2985,Chaqueta Camionera de Mezclilla,"Chaqueta clásica de mezclilla resistente para uso diario (Talla S, Color Verde)",2400.36,93,1,2026-09-20 20:24:09,2026-09-20 21:38:09
2986,PROD-2986,iPhone 16 1TB,Smartphone con pantalla Super Retina XDR y excelente duración de batería - Color Negro,11185.41,25,1,2026-09-19 10:06:11,2026-09-19 10:33:11
2987,PROD-2987,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,4705.94,22,1,2026-09-21 12:54:24,2026-09-21 14:32:24
2988,PROD-2988,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla S, Color Negro)",1498.44,97,1,2026-09-21 23:33:01,2026-09-21 23:48:01
2989,PROD-2989,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla M, Color Blanco)",2353.63,20,1,2026-09-19 18:45:21,2026-09-19 20:18:21
2990,PROD-2990,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,7362.74,43,1,2026-09-19 06:00:41,2026-09-19 06:40:41
2991,PROD-2991,iPad Pro 12.9,Tableta profesional con pantalla Liquid Retina XDR y chip M2,29455.41,47,1,2026-09-19 05:47:40,2026-09-19 07:21:40
2992,PROD-2992,Robot Aspiradora X10+,Aspiradora robótica con estación de vaciado automático y mapeo láser,28811.62,21,1,2026-09-19 04:00:10,2026-09-19 05:48:10
2993,PROD-2993,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,1254.46,20,1,2026-09-21 10:43:35,2026-09-21 11:03:35
2994,PROD-2994,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,4420.68,58,1,2026-09-19 14:50:06,2026-09-19 16:42:06
2995,PROD-2995,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,7277.52,37,1,2026-09-20 07:04:39,2026-09-20 07:20:39
2996,PROD-2996,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,5582.96,34,1,2026-09-18 16:31:58,2026-09-18 16:55:58
2997,PROD-2997,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla L, Color Negro)",1738.27,15,1,2026-09-22 04:15:27,2026-09-22 05:35:27
2998,PROD-2998,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,6583.90,42,1,2026-09-17 22:16:03,2026-09-17 22:19:03
2999,PROD-2999,Zapatillas Running Pegasus 40,"Calzado de correr con amortiguación reactiva para entrenamiento (Talla S, Color Negro)",404.43,29,1,2026-09-20 11:34:29,2026-09-20 13:23:29
3000,PROD-3000,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,1372.98,27,1,2026-09-18 16:14:34,2026-09-18 16:54:34
3001,PROD-3001,Zapatillas Ultraboost Light,"Tenis de running con retorno de energía superior y ligereza (Talla S, Color Azul)",406.91,48,1,2026-09-18 22:07:35,2026-09-18 23:20:35
3002,PROD-3002,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,6199.29,41,1,2026-09-22 10:30:35,2026-09-22 11:50:35
3003,PROD-3003,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,7950.25,10,1,2026-09-18 18:00:44,2026-09-18 18:15:44
3004,PROD-3004,Robot Aspiradora X10+,Aspiradora robótica con estación de vaciado automático y mapeo láser,12778.14,50,1,2026-09-18 11:33:46,2026-09-18 12:39:46
3005,PROD-3005,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla M, Color Rojo)",1911.45,72,1,2026-09-22 07:18:05,2026-09-22 07:49:05
3006,PROD-3006,Chaqueta Camionera de Mezclilla,"Chaqueta clásica de mezclilla resistente para uso diario (Talla L, Color Verde)",1818.20,40,1,2026-09-18 10:42:57,2026-09-18 11:03:57
3007,PROD-3007,Smartphone Xiaomi 14 Ultra 256GB,Smartphone de gama alta enfocado en fotografía profesional Leica - Color Rojo,21920.34,16,1,2026-09-17 13:19:01,2026-09-17 13:55:01
3008,PROD-3008,Zapatillas Air Max 270,"Calzado deportivo con cápsula de aire visible para máxima comodidad (Talla L, Color Blanco)",627.79,64,1,2026-09-20 03:16:12,2026-09-20 03:27:12
3009,PROD-3009,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,3968.52,13,1,2026-09-17 20:14:21,2026-09-17 21:24:21
3010,PROD-3010,Jeans 511 Slim Fit,"Pantalón de mezclilla ajustado de estilo moderno (Talla XL, Color Rojo)",1420.34,25,1,2026-09-22 04:26:48,2026-09-22 05:30:48
3011,PROD-3011,Apple Watch Series 10,Reloj inteligente con sensores avanzados de salud y actividad física,1869.39,5,1,2026-09-20 12:40:26,2026-09-20 12:55:26
3012,PROD-3012,Smartphone Redmi Note 13 Pro 512GB,Teléfono inteligente con excelente relación calidad-precio y gran cámara - Color Verde,30508.92,40,1,2026-09-18 21:28:43,2026-09-18 23:22:43
3013,PROD-3013,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,1081.27,39,1,2026-09-21 14:08:06,2026-09-21 15:49:06
3014,PROD-3014,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,4459.41,24,1,2026-09-22 06:36:39,2026-09-22 07:27:39
3015,PROD-3015,Chaqueta Camionera de Mezclilla,"Chaqueta clásica de mezclilla resistente para uso diario (Talla XL, Color Gris)",631.70,36,1,2026-09-18 20:40:03,2026-09-18 22:08:03
3016,PROD-3016,iPhone 16 128GB,Smartphone con pantalla Super Retina XDR y excelente duración de batería - Color Verde,4267.64,43,1,2026-09-19 07:38:26,2026-09-19 08:10:26
3017,PROD-3017,Parlante Portátil SRS-XG300,Bocina inalámbrica portátil resistente al agua con graves potentes,35658.83,41,1,2026-09-18 11:34:43,2026-09-18 13:05:43
3018,PROD-3018,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,5980.32,30,1,2026-09-20 00:05:45,2026-09-20 00:12:45
3019,PROD-3019,Chaqueta Camionera de Mezclilla,"Chaqueta clásica de mezclilla resistente para uso diario (Talla M, Color Gris)",1760.59,59,1,2026-09-19 00:23:20,2026-09-19 02:09:20
3020,PROD-3020,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,906.69,49,1,2026-09-18 05:49:11,2026-09-18 06:57:11
3021,PROD-3021,Smart TV Bravia XR OLED 55,Televisor OLED con negros absolutos y procesador de imagen cognitivo,24770.43,36,1,2026-09-19 05:16:22,2026-09-19 05:29:22
3022,PROD-3022,Monitor Odyssey G9,Monitor curvo ultrawide diseñado para gaming profesional,24249.58,19,1,2026-09-20 22:30:14,2026-09-20 23:09:14
3023,PROD-3023,Monitor UltraGear 27,Monitor de alta frecuencia de actualización para juegos competitivos,5771.65,47,1,2026-09-17 23:33:25,2026-09-18 00:01:25
3024,PROD-3024,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla S, Color Rojo)",2036.77,94,1,2026-09-19 23:15:41,2026-09-19 23:44:41
3025,PROD-3025,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,3334.48,28,1,2026-09-21 23:29:46,2026-09-22 00:04:46
3026,PROD-3026,Chaqueta Camionera de Mezclilla,"Chaqueta clásica de mezclilla resistente para uso diario (Talla L, Color Gris)",1572.66,32,1,2026-09-21 08:18:28,2026-09-21 09:42:28
3027,PROD-3027,Consola PlayStation 5 Slim,Consola de videojuegos de última generación con almacenamiento SSD ultra rápido,15698.23,22,1,2026-09-17 23:35:54,2026-09-17 23:44:54
3028,PROD-3028,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,3654.82,9,1,2026-09-21 00:03:36,2026-09-21 02:02:36
3029,PROD-3029,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,5878.81,45,1,2026-09-18 19:54:52,2026-09-18 21:09:52
3030,PROD-3030,Zapatillas Running Pegasus 40,"Calzado de correr con amortiguación reactiva para entrenamiento (Talla XL, Color Gris)",2080.44,17,1,2026-09-20 10:36:04,2026-09-20 12:18:04
3031,PROD-3031,iPhone 16 Pro Max 512GB,Smartphone insignia de Apple con acabado en titanio y cámara profesional - Color Blanco,15928.19,15,1,2026-09-21 14:11:58,2026-09-21 14:12:58
3032,PROD-3032,Refrigeradora InstaView,Refrigerador inteligente con panel de cristal panorámico,18112.63,13,1,2026-09-21 23:16:22,2026-09-22 00:40:22
3033,PROD-3033,MacBook Air 15 M2 128GB,Laptop ultra delgada y liviana con gran autonomía - Color Blanco,20790.86,50,1,2026-09-20 03:43:56,2026-09-20 05:38:56
3034,PROD-3034,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,4443.05,49,1,2026-09-20 07:12:51,2026-09-20 08:03:51
3035,PROD-3035,Refrigeradora InstaView,Refrigerador inteligente con panel de cristal panorámico,17347.11,9,1,2026-09-18 13:08:08,2026-09-18 14:02:08
3036,PROD-3036,Zapatillas Air Max 270,"Calzado deportivo con cápsula de aire visible para máxima comodidad (Talla S, Color Rojo)",2467.94,33,1,2026-09-18 08:18:43,2026-09-18 09:14:43
3037,PROD-3037,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,3898.91,29,1,2026-09-21 18:23:32,2026-09-21 19:36:32
3038,PROD-3038,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,3078.37,48,1,2026-09-18 19:24:09,2026-09-18 21:24:09
3039,PROD-3039,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,1276.19,13,1,2026-09-21 08:51:18,2026-09-21 10:29:18
3040,PROD-3040,Polera Sportswear Club Fleece,"Sudadera de felpa con capucha y ajuste estándar (Talla M, Color Negro)",2400.70,96,1,2026-09-21 22:42:26,2026-09-22 00:22:26
3041,PROD-3041,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,2172.13,17,1,2026-09-17 19:45:44,2026-09-17 20:05:44
3042,PROD-3042,Smart TV OLED C3 65,Televisor inteligente ideal para videojuegos y películas con pánel OLED,12995.04,6,1,2026-09-22 05:55:06,2026-09-22 06:39:06
3043,PROD-3043,Polera Sportswear Club Fleece,"Sudadera de felpa con capucha y ajuste estándar (Talla L, Color Rojo)",1726.18,46,1,2026-09-20 11:00:20,2026-09-20 11:00:20
3044,PROD-3044,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,1466.13,43,1,2026-09-20 08:43:24,2026-09-20 09:33:24
3045,PROD-3045,Zapatillas Running Pegasus 40,"Calzado de correr con amortiguación reactiva para entrenamiento (Talla XL, Color Azul)",1211.96,83,1,2026-09-20 06:19:44,2026-09-20 07:34:44
3046,PROD-3046,Zapatillas Air Force 1 '07,"Tenis clásicos de cuero blanco para uso urbano y casual (Talla XL, Color Blanco)",1179.16,54,1,2026-09-20 03:14:32,2026-09-20 04:42:32
3047,PROD-3047,Cámara Alpha 7 IV,Cámara mirrorless profesional de fotograma completo para foto y video,1672.43,31,1,2026-09-19 00:40:59,2026-09-19 01:25:59
3048,PROD-3048,Zapatillas Ultraboost Light,"Tenis de running con retorno de energía superior y ligereza (Talla XL, Color Blanco)",430.92,59,1,2026-09-19 04:46:50,2026-09-19 05:58:50
3049,PROD-3049,Zapatillas Ultraboost Light,"Tenis de running con retorno de energía superior y ligereza (Talla XL, Color Azul)",520.02,91,1,2026-09-20 23:27:24,2026-09-21 00:50:24
3050,PROD-3050,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla M, Color Gris)",792.66,98,1,2026-09-19 19:08:05,2026-09-19 20:23:05
3051,PROD-3051,Zapatillas Ultraboost Light,"Tenis de running con retorno de energía superior y ligereza (Talla M, Color Gris)",1101.99,30,1,2026-09-20 18:09:11,2026-09-20 18:29:11
3052,PROD-3052,Zapatillas Air Max 270,"Calzado deportivo con cápsula de aire visible para máxima comodidad (Talla XL, Color Gris)",854.76,20,1,2026-09-19 10:50:28,2026-09-19 12:08:28
3053,PROD-3053,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla L, Color Rojo)",1195.96,46,1,2026-09-20 01:23:42,2026-09-20 02:47:42
3054,PROD-3054,Chaqueta Camionera de Mezclilla,"Chaqueta clásica de mezclilla resistente para uso diario (Talla L, Color Gris)",2230.52,47,1,2026-09-22 01:39:22,2026-09-22 02:07:22
3055,PROD-3055,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla S, Color Gris)",1665.77,60,1,2026-09-21 00:01:56,2026-09-21 01:59:56
3056,PROD-3056,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,2242.68,53,1,2026-09-19 02:45:12,2026-09-19 03:20:12
3057,PROD-3057,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,2120.75,25,1,2026-09-20 00:48:30,2026-09-20 01:21:30
3058,PROD-3058,Refrigeradora InstaView,Refrigerador inteligente con panel de cristal panorámico,30205.39,49,1,2026-09-20 22:51:47,2026-09-20 23:12:47
3059,PROD-3059,iPhone 16 Pro Max 512GB,Smartphone insignia de Apple con acabado en titanio y cámara profesional - Color Rojo,15414.55,43,1,2026-09-21 22:23:49,2026-09-21 23:24:49
3060,PROD-3060,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,5484.46,42,1,2026-09-21 10:41:13,2026-09-21 12:19:13
3061,PROD-3061,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,2293.75,14,1,2026-09-17 14:16:16,2026-09-17 16:10:16
3062,PROD-3062,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,865.15,19,1,2026-09-18 05:52:43,2026-09-18 07:42:43
3063,PROD-3063,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla L, Color Gris)",2283.36,76,1,2026-09-19 15:45:14,2026-09-19 16:09:14
3064,PROD-3064,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla XL, Color Gris)",1073.86,84,1,2026-09-18 08:19:14,2026-09-18 10:08:14
3065,PROD-3065,Smartphone Galaxy Z Fold 6 128GB,Teléfono plegable con pantalla gigante para productividad y multitarea - Color Negro,11212.88,41,1,2026-09-20 04:08:46,2026-09-20 05:56:46
3066,PROD-3066,Zapatillas Air Force 1 '07,"Tenis clásicos de cuero blanco para uso urbano y casual (Talla M, Color Verde)",1663.52,82,1,2026-09-17 21:03:45,2026-09-17 22:48:45
3067,PROD-3067,iPad Pro 12.9,Tableta profesional con pantalla Liquid Retina XDR y chip M2,4285.58,12,1,2026-09-18 18:49:30,2026-09-18 20:22:30
3068,PROD-3068,Pantalón de Buzo Tech Fleece,"Pantalón deportivo térmico con diseño estilizado (Talla L, Color Rojo)",1870.00,60,1,2026-09-18 16:49:34,2026-09-18 17:31:34
3069,PROD-3069,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,7725.20,43,1,2026-09-20 03:46:06,2026-09-20 05:29:06
3070,PROD-3070,Refrigeradora InstaView,Refrigerador inteligente con panel de cristal panorámico,8253.23,9,1,2026-09-19 03:08:02,2026-09-19 04:38:02
3071,PROD-3071,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla M, Color Gris)",1845.89,60,1,2026-09-19 21:35:59,2026-09-19 22:03:59
3072,PROD-3072,Smartphone Galaxy Z Fold 6 512GB,Teléfono plegable con pantalla gigante para productividad y multitarea - Color Negro,31918.14,23,1,2026-09-18 15:50:37,2026-09-18 16:14:37
3073,PROD-3073,Jeans 511 Slim Fit,"Pantalón de mezclilla ajustado de estilo moderno (Talla S, Color Blanco)",769.04,68,1,2026-09-19 07:44:42,2026-09-19 08:07:42
3074,PROD-3074,Zapatillas Air Max 270,"Calzado deportivo con cápsula de aire visible para máxima comodidad (Talla S, Color Negro)",997.70,94,1,2026-09-20 06:45:24,2026-09-20 08:16:24
3075,PROD-3075,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,6338.88,42,1,2026-09-17 17:11:25,2026-09-17 17:15:25
3076,PROD-3076,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,4725.01,25,1,2026-09-19 20:39:33,2026-09-19 22:15:33
3077,PROD-3077,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,7134.52,49,1,2026-09-18 02:10:08,2026-09-18 03:32:08
3078,PROD-3078,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,7158.44,12,1,2026-09-20 08:56:56,2026-09-20 09:29:56
3079,PROD-3079,Smartphone Galaxy Z Flip 6 256GB,Teléfono plegable compacto con pantalla exterior funcional - Color Gris,2574.81,19,1,2026-09-20 19:15:07,2026-09-20 20:56:07
3080,PROD-3080,Jeans 511 Slim Fit,"Pantalón de mezclilla ajustado de estilo moderno (Talla M, Color Rojo)",1660.43,45,1,2026-09-20 02:35:09,2026-09-20 03:25:09
3081,PROD-3081,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla L, Color Verde)",2225.10,30,1,2026-09-18 18:05:12,2026-09-18 18:30:12
3082,PROD-3082,Smart TV OLED C3 65,Televisor inteligente ideal para videojuegos y películas con pánel OLED,22638.10,19,1,2026-09-17 14:28:00,2026-09-17 14:45:00
3083,PROD-3083,iPad Pro 12.9,Tableta profesional con pantalla Liquid Retina XDR y chip M2,14745.18,11,1,2026-09-18 20:29:52,2026-09-18 20:55:52
3084,PROD-3084,iPhone 16 Pro Max 256GB,Smartphone insignia de Apple con acabado en titanio y cámara profesional - Color Blanco,9504.18,34,1,2026-09-20 05:19:51,2026-09-20 05:27:51
3085,PROD-3085,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,7246.87,58,1,2026-09-20 07:33:44,2026-09-20 08:19:44
3086,PROD-3086,Smart Band 8,Pulsera de actividad física con seguimiento del sueño y deporte,5540.80,35,1,2026-09-21 05:53:58,2026-09-21 07:11:58
